Sr No,Test Name,Test ID,Test Code,Dictionary ID,Profile,Test Amount,Cost Of Test,Outsource Amount,Minimum Selling Price,Revenue Cap,Test Type,Outsource Center,Sample Type,Test Category,Department Name,Accreditation,Integration Code,Short Text,CAP Test,Target TAT (HH:MM),Verification Status,Test Description
540,CREATININE KINASE (CPK)*,5207452,C082,-,No,599,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,CPK,NO,-,Not Verified,
541,CORTISOL URINARY 24 HOURS,5207451,C194,-,No,900,0.00,900,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
542,COOMB S TEST INDIRECT,5207450,H025,-,No,699,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Hematology,Not enable,-,-,NO,-,Not Verified,
543,COOMB S TEST DIRECT,5207449,H024,-,No,599,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Hematology,Not enable,-,-,NO,-,Not Verified,
544,"CYTOMEGALOVIRUS, IGM ANTIBODY",5207448,S029,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
545,"CYTOMEGALOVIRUS, IGG ANTIBODY",5207447,S028,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
546,CHLORIDE - URINE,5207446,C061,-,No,399,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Pathology,Not enable,-,-,NO,-,Not Verified,
547,CHIKUNGUNIYA - PCR - QUALITATIVE,5207445,P201,-,No,3850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
548,CERULOPLASMIN,5207444,C058,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
549,ANTI CCP (ANTI CYCLIC CITRULLINATED PEPTIDE)*,5207443,AB003,-,No,1300,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
550,IHC- CARCINOEMBRYONIC ANTIGEN (CEA),5207442,A065,-,No,1750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
551,CALCIUM,5207441,C054,-,No,119,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,PLAIN TUBE (RANDOM SAMPLE)
552,CADMIUM,5207440,C052,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
553,"BREAST CARCINOMA PROGNOSIS PROFILE :
(IHC-HER-2/NEU,IHC - ER/PR)",5207439,P24,-,No,5050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
554,CA125,5207438,C049,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
555,C4 COMPLEMENT COMPONENT,5207437,C070,-,No,650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
556,CD - 57,5207436,H196,-,No,1550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
557,HIGH SENSITIVE CRP (HSCRP),5207435,C110,-,No,650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,HSCRP,NO,-,Not Verified,
558,C-PEPTIDE,5207434,C076,-,No,1250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
559,-,5207433,C1237,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
560,BLOOD GROUP (ABO & Rh TYPING),5207432,H015,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Routine (Pathology),Hematology,Not enable,-,-,NO,-,Not Verified,
561,BLOOD GLUCOSE POST LUNCH - URINE,5207431,C187,-,No,60,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry 1,Clinical Pathology,Not enable,-,-,NO,-,Not Verified,
562,RBS,5207430,RBS,-,No,60,0.00,50,0.00,0.00,Pathology,SELF,Fluoride Plasma,Biochemistry 1,Biochemistry,Not enable,-,-,NO,-,Not Verified,
563,FBS,5207429,FBS,-,No,60,0.00,50,0.00,0.00,Pathology,SELF,Fluoride Plasma,Biochemistry 1,Biochemistry,Not enable,-,-,NO,-,Not Verified,
564,BILIRUBIN -TOTAL,5207428,C046,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
565,BETA-HCG - TOTAL QUANTITATIVE (RANDOM URINE),5207427,C042,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
566,BETA 2 MICROGLOBULIN - URINE,5207426,C640,-,No,1550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
567,ALLERGY DRUGS- 31 DRUGS,5207425,C290,-,No,4850,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
568,ACTIVATED PARTIAL THROMBOPLASTIN TIME(APTT/PTTK),5207424,H010,-,No,500,0.00,0,0.00,0.00,Pathology,SELF,Plasma,Routine (Pathology),Clinical Biochemistry,Not enable,-,-,NO,-,Not Verified,
569,APOLIPOPROTEIN B (APO-B),5207423,C034,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
570,APOLIPOPROTEIN A1 (APO-A1),5207422,C033,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
571,MEASLES ANTIBODY IGM,5207421,S091,-,No,1650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
572,TIBC (TOTAL IRON BINDING CAPACITY),5207420,C239,-,No,250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
573,ANTI THYROGLOBULIN (ATG),5207419,AB031,-,No,1450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
574,STREPTOCOCCUS GROUP B ANTIGEN,5207418,S142,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
575,ANTI CARDIOLIPIN ANTIBODY IgM,5207417,S026,-,No,750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
576,ANTI CARDIOLIPIN ANTIBODY IgG*,5207416,S025,-,No,750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
577,AMYLASE,5207414,C027,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
578,AMMONIA,5207413,C026,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,EDTA Plasma,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
579,ALPHA FETO PROTEIN (AFP)* ,5207412,C023,-,No,1050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
580,IHC - PLACENTAL ALKALINE PHOSPHATASE (PLAP),5207411,A043,-,No,1750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
581,ALBUMIN,5207410,C012,-,No,99,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,Plain Tube (Random Sample)
582,ACID PHOSPHATASE - TOTAL,5207409,C003,-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
583,ANGIOTENSIN CONVERTING ENZYME (ACE)*,5207408,C030,-,No,950,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,ACE ( Angiotensin Converting Enzyme)
584,ABSOLUTE EOSINOPHIL COUNT,5207407,H056,-,No,300,0.00,300,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Hematology,Not enable,-,-,NO,-,Not Verified,
585,CHOLESTROL - URINE,5207406,C1259,-,No,300,0.00,300,0.00,0.00,Pathology,SELF,Serum,Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
586,FACTOR-VIII (Haemophilia A),5207405,H030,-,No,2450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
587,FACTOR XIII,5207404,H041,-,No,2450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
588,THROMBOTIC PROFILE,5207403,C1248,-,No,12500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
589,ALDOLASE,5207402,C016,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
590,HbsAg (Australian Antigen) - Qualitative,5207401,S236,-,No,300,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
591,BICARBONATE,5207400,C044,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
592,COPPER - 24Hrs Urine,5207399,C072,-,No,1450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
593,RUBELLA VIRUS IgM,5207398,S062,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
594,ANTI MITOCHONDRIAL ANTIBODY - IFA*,5207397,S009,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
595,GASTRIN,5207396,C225,-,No,2250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
596,PHOSPHORUS 24 Hrs. Urine,5207395,C196,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
597,"URINARY ELECTROLYTES (Na,K & Cl)",5207394,C1313,-,No,950,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Biochemistry,Not enable,-,-,NO,-,Not Verified,
598,DENGUE IgG & IgM ANTIBODY,5207393,S030,-,No,1200.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Serology,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
599,URINE DRUG SCREEN - PHENCYCLIDINE,5207392,C227,-,No,1150,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
600,"HEPATITIS C VIRUS-VIRAL LOAD, QUANTITATIVE*",5207391,P004,-,No,5500,0.00,5500,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
601,PAPP-A (PREGNANCY ASSOCIATED PARA PROTEIN-A),5207390,C205,-,No,1850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
602,FREE BETA HCG,5207389,C1287,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
603,FUNGAL CULTURE,5207388,M027,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Any Specimen,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
604,PAS STAIN,5207387,A057-H,-,No,399,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Cytology,Not enable,-,-,NO,-,Not Verified,
605,SHBG (SEX HORMONE BINDING GLOBULIN) - HORMONE ASSAY,5207386,C161,-,No,2550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
606,LIQUID BASED CYTOLOGY,5207385,A076,-,No,1200,0.00,0,0.00,0.00,Radiology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
607,CRYPTOCOCCUS ANTIGEN,5207384,S027,-,No,2100,0.00,2100,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
608,URINE FOR FAT GLOBULES,5207383,H008,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
609,LIVER-KIDNEY MICROSOME (LKM) - 1 ANTIBODY,5207382,S083,-,No,1650.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
610,SCL-70 ANTIBODY,5207381,S080,-,No,1850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
611,URIC ACID-URINE 24 Hrs. Urine,5207380,C199,-,No,230,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
612,CALCIUM URINE SPOT,5207379,C1314,-,No,150,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
613,DRUG OF ABUSE (QUALITATIVE)- 6 DRUGS,5207378,C218,-,No,1800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
614,DENGUE NS1(Qualitative),5207377,S229,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
615,HERPES SIMPLEX VIRUS 2 IgG,5207376,S047,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
616,HIV-RNA PCR - QUALITATIVE,5207375,P006,-,No,2850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
617,EGFR (ESTIMATED GLOMERULAR FILTRATION RATE),5207374,C208,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
618,ANTI SPERM ANTIBODY - AUTO - IMMUNE TEST MENU,5207373,S020,-,No,1050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
619,STONE ANALYSIS,5207372,C164,-,No,1500,0.00,1500,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
620,FUNGAL STAIN,5207371,M036,-,No,250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
621,ALDOSTERONE (SERUM)- HORMONE ASSAYS,5207370,C017,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
622,URINE PROTEIN - 24Hrs. Urine,5207369,C153,-,No,230,0.00,0,0.00,0.00,Pathology,SELF,Urine,Routine (Pathology),Clinical Biochemistry,Not enable,-,-,NO,-,Not Verified,
623,PARVOVIRUS B19 IGM ANTIBODIES - INFECTIOUS DISEASE,5207368,S133,-,No,3550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
624,MEASLES ANTIBODY IgG,5207367,S090,-,No,1650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
625,POTASSIUM - URINE,5207366,C1293,-,No,399,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Pathology,Not enable,-,-,NO,-,Not Verified,
626,IHC - KI 67-MARKER,5207365,A059,-,No,1750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
627,ACETONE,5207364,C643,-,No,750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
628,TPMT ENZYME ACTIVITY,5207363,C280,-,No,5050.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
629,EPSTEIN BARR VIRUS IGG (VIRAL CAPSID AG) - INFECTION,5207362,S094,-,No,2250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
630,IRON STUDIES (FOR ANEMIA PROFILE),5207361,C1310,-,No,2450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
631,ADH (ANTIDIURETIC HORMONE) - HORMONE ASSAYS,5207360,C272,-,No,5850,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
632,SPOT PROTEIN/CREATININE RATIO,5207359,C258,-,No,250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
633,TOTAL LEUKOCYTE COUNT (TLC),5207358,H059,-,No,180,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Routine (Pathology),Hematology,Not enable,-,-,NO,-,Not Verified,
634,17 - ALPHA OH PROGESTERONE - HORMONE ASSAYS,5207357,C001,-,No,1550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
635,PROCALCITONIN-PCT,5207356,C231,-,No,2800,0.00,2800,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
636,ISLET CELL ANTIBODY,5207355,C318,-,No,2850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
637,INHIBIN B,5207354,S139,-,No,2850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
638,HLA - DR4 (DRB1*04),5207353,H190,-,No,6500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
639,URIC ACID URINE SPOT,5207352,C1305,-,No,230,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,2ml Serum to be collected in Plain Tube.
640,HELICOBACTER PYLORI IGM ANTIBODY,5207351,S073,-,No,1850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
641,RHEUMATOID FACTOR IGM ANTIBODY,5207350,S057,-,No,950,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
642,EPSTEIN BAR VIRUS(EBV) DNA QUALITATIVE TEST BY REAL TIME PCR,5207349,P199,-,No,3850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
643,EPSTEIN BARR VIRUS IGM ANTIBODY,5207348,S095,-,No,2250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
644,IHC - CHROMOGRANIN,5207347,A054,-,No,1750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
645,CULTURE - CERVICAL SWAB (AEROBIC),5207346,M012,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Swab,Special (Pathology),Microbiology,Not enable,-,-,NO,-,Not Verified,
646,URINE DRUG SCREEN-MORPHINE,5207345,C271,-,No,1150,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
647,VLDL -VERY LOW DENSITY LIPOPROTEIN,5207344,C235,-,No,350,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
648,VITAMIN B6  (PYRIDOXINE),5207343,C317,-,No,4250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
649,HEPATITIS B SURFACE ANTIGEN(Australian Antigen) - HBsAg,5207342,S037,-,No,300,0.00,199,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
650,Cytology for malignant cell,5207341,M028,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Any Specimen,Cytology,Pathology,Not enable,-,-,NO,-,Not Verified,
651,PLASMA RENIN,5207340,C212,-,No,5050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
652,ROTA VIRUS ANTIGEN,5207339,S060,-,No,850,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
653,LEPTOSPIRA IgG ANTIBODY - INFECTIOUS DISEASES,5207338,S053,-,No,1600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
654,SLIT SKIN SMEAR FOR LEPROSY,5207337,M177,-,No,250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Microbiology,Not enable,-,-,NO,-,Not Verified,
655,LE CELLS,5207336,H036,-,No,350,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
656,INSULIN - FASTING,5207335,C117,-,No,650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Biochemistry,Not enable,-,-,NO,-,Not Verified,
657,GLUCOSE CHALLENGE TEST (GCT),5207334,C257,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Fluoride Plasma,Biochemistry 1,Biochemistry,Not enable,-,GCT,NO,-,Not Verified,
658,GLOBULIN,5207333,C100,-,No,180,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
659,MYCOBACTERIUM TUBERCULOSIS - GENE EXPERT,5207332,P040,-,No,2750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
660,FNAC (FINE NEEDLE ASPIRATION) - CYTOLOGY,5207331,CY001,-,No,599,0.00,0,0.00,0.00,Pathology,SELF,BODY FLUID,Cytology,Cytology,Not enable,-,FNAC,NO,-,Not Verified,
661,FIBRINOGEN DEGRADATION PRODUCT (FDP)*,5207330,H031,-,No,2000,0.00,2000,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
662,"DENGUE PROFILE ELISA :DENGUE NS1 ANTIGEN,DENGUE IgG & IgM ANTIBODY*",5207329,P531,-,No,3000,0.00,3000,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
663,CHROMOSOME ANALYSIS BY AMNOTIC FLUID,5207328,R197,-,No,3250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
664,UREA - SERUM ,5207327,C177,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Biochemistry,Biochemistry,Not enable,-,UREA,NO,-,Not Verified,
665,THALASSEMIA BETA GLOBIN GENE SEQUENCING,5207326,P088,-,No,15500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
666,ANTI PHOSPHOLIPID ANTIBODY IgA*,5207325,S161,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
667,DENGUE IgG,5207324,S128,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
668,ANTI SS-B ANTIBODY,5207323,S076,-,No,1650.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
669,ANDROSTENEDIONE (A4) - HORMONE ASSAYS,5207322,C029,-,No,2250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
670,ANTI NEUTROPHILIC CYTOPLASMIC ANTIBODY (ANCA)-IFA,5207321,S010,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
671,"PROTEIN TOTAL WITH ALBUMIN, GLOBULIN",5207320,C158,-,No,198,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,-,NO,-,Not Verified,
672,IHC1,5207319,A118,-,No,1750,0.00,0,0.00,0.00,Radiology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
673,ZINC-Plasma,5207318,C183,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
674,VARICELLA ZOSTER VIRUS IGM (CHICKEN POX) - INFECTION,5207317,S078,-,No,1650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
675,PORPHOBILILNOGEN - URINE,5207316,C211,-,No,3550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
676,ZINC -Serum,5207315,C185,-,No,2050,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
677,LITHIUM (LI),5207314,C130,-,No,350,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
678,IMMUNOGLOBULIN G4 (IgG4),5207313,C1242,-,No,5250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
679,HIV I & II Antibody Elisa,5207312,S123,-,No,650,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
680,GLUTAMIC ACID DECORBYLASE (GAD- 65),5207311,C261,-,No,7800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
681,RUBELLA VIRUS IgG,5207310,S061,-,No,550,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
682,SGPT/ALT ,5207309,C011,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Biochemistry,Not enable,-,SGPT,NO,-,Not Verified,
